% 
% 
@RELATION GCH 
@ATTRIBUTE 1 REAL
@ATTRIBUTE 2 REAL
@ATTRIBUTE 3 REAL
@ATTRIBUTE 4 REAL
@ATTRIBUTE 5 REAL
@ATTRIBUTE 6 REAL
@ATTRIBUTE 7 REAL
@ATTRIBUTE 8 REAL
@ATTRIBUTE 9 REAL
@ATTRIBUTE 10 REAL
@ATTRIBUTE 11 REAL
@ATTRIBUTE 12 REAL
@ATTRIBUTE 13 REAL
@ATTRIBUTE 14 REAL
@ATTRIBUTE 15 REAL
@ATTRIBUTE 16 REAL
@ATTRIBUTE 17 REAL
@ATTRIBUTE 18 REAL
@ATTRIBUTE 19 REAL
@ATTRIBUTE 20 REAL
@ATTRIBUTE 21 REAL
@ATTRIBUTE 22 REAL
@ATTRIBUTE 23 REAL
@ATTRIBUTE 24 REAL
@ATTRIBUTE 25 REAL
@ATTRIBUTE 26 REAL
@ATTRIBUTE 27 REAL
@ATTRIBUTE 28 REAL
@ATTRIBUTE 29 REAL
@ATTRIBUTE 30 REAL
@ATTRIBUTE 31 REAL
@ATTRIBUTE 32 REAL
@ATTRIBUTE 33 REAL
@ATTRIBUTE 34 REAL
@ATTRIBUTE 35 REAL
@ATTRIBUTE 36 REAL
@ATTRIBUTE 37 REAL
@ATTRIBUTE 38 REAL
@ATTRIBUTE 39 REAL
@ATTRIBUTE 40 REAL
@ATTRIBUTE 41 REAL
@ATTRIBUTE 42 REAL
@ATTRIBUTE 43 REAL
@ATTRIBUTE 44 REAL
@ATTRIBUTE 45 REAL
@ATTRIBUTE 46 REAL
@ATTRIBUTE 47 REAL
@ATTRIBUTE 48 REAL
@ATTRIBUTE 49 REAL
@ATTRIBUTE 50 REAL
@ATTRIBUTE 51 REAL
@ATTRIBUTE 52 REAL
@ATTRIBUTE 53 REAL
@ATTRIBUTE 54 REAL
@ATTRIBUTE 55 REAL
@ATTRIBUTE 56 REAL
@ATTRIBUTE 57 REAL
@ATTRIBUTE 58 REAL
@ATTRIBUTE 59 REAL
@ATTRIBUTE 60 REAL
@ATTRIBUTE 61 REAL
@ATTRIBUTE 62 REAL
@ATTRIBUTE 63 REAL
@ATTRIBUTE 64 REAL
@ATTRIBUTE 65 REAL
@ATTRIBUTE 66 REAL
@ATTRIBUTE class {TER, SAN, FAB, CLO, FOO, FLO, LEA, WAT, STO, BAR, WHE, MIS, TIL, WOO, BUI, GRA, BRI, PAI, MET} 

@DATA 
0.0,0.0,104.0,647.0,885.0,1303.0,1810.0,1559.0,836.0,685.0,645.0,700.0,822.0,975.0,1003.0,1132.0,1123.0,950.0,675.0,363.0,150.0,17.0,0.0,0.0,363.0,801.0,1089.0,1752.0,1964.0,1254.0,877.0,797.0,948.0,1100.0,1110.0,1192.0,1068.0,866.0,576.0,362.0,173.0,70.0,20.0,2.0,0.0,75.0,792.0,1042.0,1385.0,1868.0,1520.0,1165.0,856.0,1017.0,1111.0,1202.0,1272.0,1098.0,893.0,526.0,334.0,147.0,50.0,20.0,9.0,2.0,BAR
0.0,0.0,13.0,246.0,383.0,524.0,677.0,870.0,1111.0,1227.0,1307.0,1425.0,1480.0,1415.0,1439.0,1340.0,1151.0,850.0,502.0,269.0,129.0,26.0,0.0,1.0,140.0,340.0,513.0,744.0,1009.0,1219.0,1341.0,1422.0,1435.0,1535.0,1399.0,1391.0,1230.0,1051.0,764.0,430.0,254.0,115.0,48.0,3.0,0.0,19.0,294.0,492.0,744.0,958.0,1143.0,1247.0,1354.0,1403.0,1452.0,1480.0,1434.0,1339.0,1107.0,917.0,541.0,271.0,132.0,49.0,7.0,1.0,BAR
0.0,0.0,130.0,330.0,502.0,676.0,740.0,839.0,1065.0,1202.0,1499.0,1661.0,1659.0,1571.0,1399.0,1157.0,873.0,570.0,330.0,144.0,35.0,2.0,0.0,96.0,209.0,485.0,648.0,821.0,993.0,1172.0,1402.0,1669.0,1728.0,1673.0,1560.0,1348.0,1038.0,732.0,440.0,219.0,108.0,38.0,5.0,0.0,7.0,151.0,455.0,635.0,843.0,967.0,1138.0,1324.0,1515.0,1564.0,1676.0,1572.0,1435.0,1210.0,902.0,520.0,276.0,138.0,44.0,9.0,2.0,1.0,BAR
0.0,0.0,0.0,0.0,1.0,267.0,1856.0,3677.0,3891.0,2461.0,1953.0,1505.0,744.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,566.0,2808.0,6261.0,4405.0,1361.0,724.0,255.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1087.0,3729.0,7688.0,3200.0,600.0,19.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BRI
0.0,0.0,0.0,0.0,0.0,69.0,713.0,2501.0,3781.0,3003.0,2041.0,1956.0,1568.0,737.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,1465.0,4037.0,5932.0,2616.0,1246.0,815.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,590.0,1892.0,6081.0,5769.0,1805.0,209.0,16.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BRI
8.0,48.0,122.0,210.0,271.0,375.0,352.0,293.0,331.0,453.0,906.0,1317.0,1158.0,976.0,1094.0,1285.0,1548.0,2287.0,2256.0,901.0,191.0,2.0,7.0,66.0,155.0,244.0,375.0,394.0,341.0,351.0,380.0,838.0,1287.0,1304.0,1324.0,1192.0,992.0,1288.0,1803.0,2026.0,1347.0,428.0,229.0,13.0,8.0,67.0,229.0,393.0,373.0,440.0,607.0,758.0,912.0,1212.0,1179.0,1611.0,1931.0,1966.0,1779.0,1183.0,701.0,431.0,265.0,130.0,177.0,32.0,BRI
179.0,185.0,343.0,421.0,555.0,430.0,306.0,276.0,329.0,569.0,1063.0,1339.0,920.0,671.0,902.0,1078.0,1198.0,1549.0,2266.0,1571.0,233.0,1.0,167.0,243.0,338.0,608.0,525.0,407.0,351.0,411.0,633.0,1242.0,1408.0,1267.0,1212.0,1052.0,768.0,933.0,1320.0,1567.0,1008.0,671.0,248.0,5.0,180.0,363.0,708.0,566.0,485.0,602.0,886.0,1207.0,1360.0,1337.0,1446.0,1300.0,1286.0,1204.0,1007.0,642.0,365.0,348.0,390.0,428.0,259.0,15.0,BRI
0.0,0.0,3.0,79.0,119.0,174.0,244.0,310.0,453.0,888.0,3093.0,5814.0,3820.0,1156.0,210.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,193.0,298.0,378.0,564.0,1144.0,3630.0,5372.0,3291.0,1131.0,264.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,229.0,316.0,425.0,645.0,1408.0,3492.0,4285.0,2989.0,1589.0,675.0,248.0,64.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,BRI
2.0,17.0,35.0,51.0,101.0,191.0,364.0,656.0,1262.0,2290.0,3160.0,3215.0,2535.0,1562.0,640.0,223.0,68.0,9.0,2.0,1.0,0.0,0.0,32.0,67.0,125.0,288.0,506.0,969.0,1818.0,2524.0,2774.0,2582.0,2044.0,1280.0,713.0,379.0,189.0,60.0,23.0,7.0,3.0,1.0,0.0,0.0,99.0,257.0,527.0,1010.0,1889.0,2626.0,2990.0,2519.0,1827.0,1216.0,717.0,376.0,197.0,76.0,33.0,11.0,8.0,3.0,2.0,0.0,1.0,0.0,BRI
0.0,10.0,54.0,104.0,178.0,311.0,443.0,479.0,397.0,428.0,424.0,604.0,1136.0,1670.0,1653.0,1788.0,3045.0,2858.0,692.0,105.0,4.0,1.0,0.0,22.0,99.0,183.0,344.0,564.0,547.0,421.0,420.0,382.0,471.0,978.0,1666.0,1630.0,1860.0,3099.0,2935.0,691.0,70.0,2.0,0.0,0.0,12.0,91.0,174.0,328.0,582.0,543.0,463.0,403.0,391.0,429.0,889.0,1590.0,1487.0,1746.0,2747.0,3080.0,1262.0,159.0,8.0,0.0,0.0,0.0,BRI
1091.0,1479.0,1282.0,1096.0,1206.0,1216.0,1289.0,1235.0,1151.0,1009.0,890.0,828.0,662.0,521.0,442.0,318.0,242.0,172.0,137.0,67.0,51.0,0.0,1146.0,1844.0,1566.0,1403.0,1538.0,1673.0,1519.0,1234.0,991.0,853.0,672.0,516.0,422.0,332.0,236.0,153.0,116.0,71.0,46.0,38.0,13.0,2.0,3783.0,2581.0,2230.0,1868.0,1468.0,964.0,753.0,629.0,516.0,380.0,331.0,270.0,195.0,128.0,94.0,77.0,42.0,35.0,25.0,15.0,0.0,0.0,BRI
329.0,1843.0,2029.0,1741.0,1425.0,1108.0,920.0,734.0,547.0,487.0,424.0,461.0,440.0,443.0,439.0,403.0,487.0,528.0,569.0,518.0,509.0,0.0,287.0,1793.0,2326.0,1824.0,1633.0,1352.0,1103.0,728.0,578.0,583.0,529.0,452.0,441.0,447.0,435.0,444.0,409.0,333.0,261.0,213.0,198.0,15.0,1917.0,3270.0,2473.0,1958.0,1202.0,753.0,585.0,527.0,445.0,385.0,346.0,348.0,376.0,352.0,346.0,258.0,263.0,189.0,146.0,178.0,67.0,0.0,BRI
4.0,362.0,878.0,1057.0,807.0,949.0,1262.0,2075.0,1798.0,1975.0,1026.0,381.0,123.0,86.0,57.0,23.0,18.0,37.0,113.0,198.0,296.0,2859.0,6.0,477.0,1091.0,908.0,875.0,1142.0,1512.0,1992.0,1830.0,1621.0,886.0,204.0,115.0,90.0,65.0,42.0,20.0,22.0,16.0,76.0,194.0,3200.0,13.0,453.0,1054.0,890.0,826.0,1172.0,1370.0,1536.0,1728.0,2120.0,888.0,257.0,201.0,143.0,95.0,68.0,48.0,25.0,21.0,25.0,49.0,3402.0,BUI
0.0,0.0,166.0,848.0,1691.0,1224.0,838.0,821.0,610.0,641.0,548.0,605.0,889.0,1429.0,2140.0,1159.0,917.0,548.0,224.0,134.0,81.0,871.0,0.0,0.0,412.0,1391.0,1706.0,1039.0,683.0,618.0,721.0,773.0,921.0,978.0,1375.0,2359.0,1357.0,665.0,264.0,145.0,64.0,42.0,23.0,848.0,0.0,0.0,233.0,1491.0,1890.0,1308.0,779.0,631.0,677.0,748.0,843.0,997.0,1088.0,1430.0,2069.0,875.0,284.0,89.0,38.0,35.0,26.0,853.0,BUI
0.0,0.0,311.0,959.0,1501.0,969.0,843.0,666.0,557.0,570.0,685.0,690.0,1214.0,1707.0,1697.0,952.0,619.0,309.0,113.0,158.0,119.0,1745.0,0.0,0.0,509.0,1574.0,1422.0,795.0,668.0,633.0,747.0,904.0,909.0,1211.0,1588.0,1958.0,803.0,393.0,192.0,159.0,122.0,50.0,26.0,1721.0,0.0,2.0,432.0,1566.0,1695.0,959.0,713.0,686.0,801.0,810.0,1009.0,1093.0,1266.0,1519.0,1366.0,315.0,104.0,152.0,77.0,62.0,38.0,1719.0,BUI
0.0,0.0,476.0,1807.0,1874.0,1417.0,790.0,545.0,508.0,526.0,567.0,609.0,706.0,1185.0,957.0,1103.0,1082.0,911.0,461.0,348.0,287.0,225.0,0.0,0.0,610.0,2326.0,2149.0,1107.0,621.0,574.0,612.0,679.0,718.0,889.0,1268.0,865.0,1203.0,1211.0,583.0,397.0,283.0,156.0,91.0,42.0,0.0,0.0,473.0,2876.0,2025.0,1049.0,622.0,596.0,742.0,735.0,731.0,1054.0,1253.0,1084.0,1180.0,714.0,616.0,338.0,126.0,72.0,54.0,44.0,BUI
0.0,0.0,139.0,926.0,1503.0,1091.0,1396.0,2501.0,2283.0,1171.0,1008.0,587.0,402.0,530.0,720.0,674.0,506.0,319.0,260.0,150.0,91.0,127.0,0.0,0.0,174.0,1486.0,1577.0,886.0,658.0,1031.0,1769.0,2673.0,2275.0,656.0,584.0,832.0,680.0,390.0,266.0,167.0,101.0,88.0,37.0,54.0,0.0,1.0,146.0,1959.0,3557.0,3202.0,1060.0,644.0,625.0,616.0,724.0,824.0,647.0,759.0,591.0,373.0,253.0,134.0,110.0,65.0,67.0,27.0,BUI
0.0,0.0,237.0,1312.0,1412.0,1286.0,1178.0,1135.0,1066.0,931.0,1121.0,1135.0,1217.0,1034.0,976.0,627.0,302.0,152.0,118.0,91.0,224.0,830.0,0.0,0.0,155.0,1589.0,1570.0,1464.0,1464.0,1322.0,1285.0,1161.0,1218.0,1119.0,930.0,769.0,399.0,226.0,233.0,215.0,124.0,148.0,188.0,805.0,0.0,0.0,23.0,1419.0,2151.0,1697.0,1404.0,1237.0,1281.0,1046.0,1043.0,1027.0,881.0,601.0,326.0,227.0,146.0,185.0,195.0,268.0,340.0,887.0,BUI
0.0,0.0,6.0,7.0,86.0,389.0,464.0,594.0,688.0,763.0,622.0,973.0,1922.0,2464.0,3887.0,1804.0,167.0,115.0,135.0,106.0,203.0,989.0,0.0,0.0,9.0,14.0,137.0,471.0,512.0,533.0,774.0,1038.0,1938.0,2516.0,2872.0,3118.0,736.0,103.0,97.0,109.0,91.0,111.0,204.0,1001.0,0.0,0.0,9.0,17.0,137.0,388.0,443.0,621.0,884.0,1769.0,2572.0,2660.0,3070.0,1651.0,443.0,102.0,97.0,70.0,101.0,126.0,206.0,1018.0,BUI
31.0,97.0,64.0,57.0,49.0,228.0,508.0,665.0,734.0,1068.0,1148.0,1006.0,1108.0,1644.0,2537.0,1339.0,315.0,622.0,1661.0,1030.0,322.0,151.0,10.0,121.0,79.0,64.0,58.0,285.0,520.0,621.0,780.0,1242.0,1299.0,1926.0,2797.0,1964.0,598.0,256.0,1341.0,1740.0,525.0,116.0,19.0,23.0,12.0,103.0,95.0,81.0,163.0,148.0,363.0,520.0,748.0,1116.0,2196.0,2859.0,2300.0,1284.0,587.0,1264.0,1945.0,440.0,85.0,36.0,25.0,14.0,BUI
0.0,0.0,0.0,0.0,14.0,112.0,468.0,1817.0,2024.0,579.0,776.0,1422.0,2789.0,5360.0,1005.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,99.0,406.0,710.0,1982.0,1654.0,1017.0,1629.0,2990.0,5327.0,524.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,87.0,321.0,433.0,1387.0,1857.0,1441.0,1535.0,2703.0,5525.0,945.0,127.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,BUI
0.0,0.0,0.0,361.0,619.0,413.0,1572.0,1374.0,1254.0,467.0,485.0,768.0,3666.0,3030.0,2251.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,641.0,475.0,737.0,1635.0,1527.0,936.0,503.0,637.0,2836.0,4006.0,2302.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,402.0,612.0,299.0,851.0,1626.0,1544.0,936.0,577.0,1311.0,4876.0,3197.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BUI
0.0,0.0,0.0,7.0,37.0,201.0,586.0,1339.0,2135.0,894.0,979.0,1533.0,3026.0,4115.0,1528.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,37.0,163.0,587.0,611.0,1639.0,1997.0,1288.0,1859.0,2882.0,4516.0,786.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,38.0,135.0,558.0,506.0,1255.0,1677.0,1749.0,1640.0,2492.0,4292.0,1898.0,126.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,BUI
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2705.0,1693.0,3013.0,3225.0,1960.0,1382.0,1261.0,790.0,286.0,58.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2721.0,3629.0,5185.0,2190.0,1659.0,843.0,150.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7582.0,6570.0,1807.0,402.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLO
0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,5128.0,3855.0,2514.0,1773.0,1225.0,719.0,390.0,148.0,68.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,4043.0,6313.0,3832.0,1422.0,567.0,150.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4916.0,11133.0,321.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLO
0.0,0.0,0.0,0.0,1.0,13.0,41.0,115.0,195.0,324.0,551.0,1432.0,2702.0,3052.0,2408.0,2567.0,2473.0,472.0,38.0,0.0,0.0,0.0,0.0,0.0,4.0,37.0,164.0,416.0,1130.0,3393.0,4078.0,2406.0,3371.0,1234.0,138.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,156.0,1113.0,5408.0,4082.0,4140.0,1337.0,137.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAB
0.0,0.0,0.0,0.0,3.0,9.0,31.0,83.0,156.0,299.0,525.0,1044.0,2492.0,3287.0,2841.0,2762.0,2230.0,539.0,75.0,8.0,0.0,0.0,0.0,3.0,20.0,88.0,212.0,453.0,1027.0,2619.0,3802.0,2796.0,3141.0,1853.0,326.0,40.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,330.0,2239.0,5830.0,4984.0,2526.0,388.0,43.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FAB
0.0,0.0,0.0,4.0,915.0,1740.0,1564.0,1477.0,1451.0,1440.0,1290.0,1139.0,1065.0,911.0,789.0,640.0,551.0,412.0,376.0,277.0,230.0,113.0,0.0,0.0,0.0,508.0,2286.0,1999.0,1944.0,2053.0,1807.0,1521.0,1287.0,925.0,696.0,487.0,331.0,208.0,164.0,89.0,47.0,19.0,12.0,1.0,0.0,0.0,0.0,1006.0,7357.0,3295.0,1847.0,1120.0,712.0,430.0,268.0,167.0,91.0,46.0,28.0,8.0,5.0,3.0,1.0,0.0,0.0,0.0,FAB
0.0,0.0,0.0,0.0,466.0,1758.0,1445.0,1245.0,1283.0,1258.0,1277.0,1220.0,1128.0,1059.0,934.0,825.0,733.0,604.0,471.0,369.0,267.0,42.0,0.0,0.0,0.0,32.0,2164.0,1730.0,1614.0,1740.0,1704.0,1609.0,1520.0,1222.0,997.0,762.0,506.0,315.0,224.0,125.0,76.0,32.0,12.0,0.0,0.0,0.0,0.0,89.0,5232.0,4093.0,2490.0,1676.0,1141.0,692.0,379.0,248.0,133.0,80.0,70.0,28.0,14.0,12.0,6.0,1.0,0.0,0.0,FAB
0.0,0.0,61.0,420.0,734.0,948.0,1207.0,1202.0,1371.0,1402.0,1461.0,1387.0,1361.0,1166.0,997.0,852.0,653.0,539.0,327.0,188.0,90.0,18.0,0.0,0.0,169.0,986.0,1648.0,1920.0,2079.0,1956.0,1837.0,1504.0,1222.0,964.0,680.0,519.0,323.0,250.0,158.0,98.0,41.0,23.0,2.0,5.0,0.0,4.0,544.0,2096.0,2298.0,2273.0,2226.0,1784.0,1521.0,1055.0,833.0,600.0,418.0,290.0,208.0,118.0,60.0,31.0,18.0,2.0,5.0,0.0,FAB
